candidate_id,score
CAND_0039983,76.24
CAND_0046369,76.24
CAND_0047369,76.24
CAND_0049955,76.24
CAND_0066255,76.24
CAND_0071910,76.24
CAND_0073012,76.24
CAND_0075673,76.24
CAND_0084867,76.24
CAND_0095428,76.24
CAND_0003604,76.22
CAND_0005085,76.22
CAND_0008531,76.22
CAND_0013657,76.22
CAND_0053948,76.22
CAND_0068369,76.22
CAND_0093292,76.22
CAND_0095898,76.22
CAND_0010027,76.2
CAND_0016214,76.2
CAND_0052371,76.2
CAND_0059457,76.2
CAND_0060914,76.2
CAND_0063015,76.2
CAND_0075326,76.2
CAND_0081300,76.2
CAND_0086018,76.2
CAND_0086298,76.2
CAND_0088709,76.2
CAND_0098014,76.2
CAND_0005208,76.18
CAND_0005588,76.18
CAND_0009266,76.18
CAND_0013186,76.18
CAND_0016968,76.18
CAND_0030454,76.18
CAND_0032256,76.18
CAND_0036840,76.18
CAND_0042382,76.18
CAND_0062744,76.18
CAND_0072714,76.18
CAND_0073163,76.18
CAND_0077815,76.18
CAND_0079908,76.18
CAND_0082742,76.18
CAND_0082905,76.18
CAND_0009854,76.16
CAND_0011323,76.16
CAND_0016453,76.16
CAND_0019495,76.16
CAND_0026824,76.16
CAND_0038930,76.16
CAND_0057703,76.16
CAND_0059606,76.16
CAND_0060461,76.16
CAND_0072601,76.16
CAND_0083083,76.16
CAND_0092353,76.16
CAND_0017744,76.14
CAND_0018653,76.14
CAND_0022265,76.14
CAND_0027652,76.14
CAND_0040251,76.14
CAND_0043663,76.14
CAND_0050244,76.14
CAND_0056783,76.14
CAND_0084204,76.14
CAND_0085402,76.14
CAND_0099500,76.14
CAND_0006166,76.12
CAND_0009573,76.12
CAND_0019967,76.12
CAND_0022865,76.12
CAND_0024127,76.12
CAND_0035221,76.12
CAND_0068895,76.12
CAND_0073400,76.12
CAND_0074135,76.12
CAND_0074188,76.12
CAND_0075077,76.12
CAND_0083261,76.12
CAND_0002830,76.1
CAND_0004893,76.1
CAND_0007458,76.1
CAND_0007478,76.1
CAND_0007997,76.1
CAND_0008147,76.1
CAND_0016640,76.1
CAND_0032285,76.1
CAND_0034327,76.1
CAND_0040212,76.1
CAND_0048594,76.1
CAND_0048651,76.1
CAND_0054320,76.1
CAND_0054914,76.1
CAND_0060721,76.1
CAND_0066689,76.1
CAND_0086103,76.1
CAND_0087154,76.1
CAND_0094565,76.1
CAND_0096830,76.1
CAND_0022804,76.08
CAND_0024231,76.08
CAND_0049433,76.08
CAND_0053836,76.08
CAND_0054399,76.08
CAND_0057702,76.08
CAND_0058072,76.08
CAND_0059882,76.08
CAND_0060739,76.08
CAND_0065890,76.08
CAND_0069637,76.08
CAND_0073943,76.08
CAND_0075997,76.08
CAND_0082987,76.08
CAND_0087484,76.08
CAND_0001210,76.06
CAND_0005773,76.06
CAND_0008303,76.06
CAND_0019874,76.06
CAND_0022561,76.06
CAND_0039823,76.06
CAND_0044520,76.06
CAND_0061800,76.06
CAND_0069344,76.06
CAND_0092618,76.06
CAND_0096456,76.06
CAND_0005851,76.04
CAND_0039712,76.04
CAND_0040038,76.04
CAND_0049557,76.04
CAND_0057516,76.04
CAND_0058093,76.04
CAND_0062399,76.04
CAND_0071342,76.04
CAND_0080673,76.04
CAND_0084973,76.04
CAND_0001906,76.02
CAND_0013091,76.02
CAND_0019687,76.02
CAND_0033173,76.02
CAND_0037734,76.02
CAND_0042005,76.02
CAND_0044339,76.02
CAND_0044775,76.02
CAND_0069711,76.02
CAND_0073406,76.02
CAND_0079911,76.02
CAND_0082262,76.02
CAND_0084905,76.02
CAND_0088703,76.02
CAND_0090621,76.02
CAND_0093881,76.02
CAND_0096818,76.02
CAND_0003910,76.0
CAND_0005676,76.0
CAND_0006814,76.0
CAND_0039548,76.0
CAND_0046714,76.0
CAND_0049234,76.0
CAND_0054602,76.0
CAND_0054760,76.0
CAND_0058179,76.0
CAND_0066545,76.0
CAND_0068360,76.0
CAND_0082530,76.0
CAND_0092182,76.0
CAND_0097234,76.0
CAND_0098172,76.0
CAND_0099503,76.0
CAND_0007443,75.98
CAND_0007777,75.98
CAND_0009964,75.98
CAND_0010911,75.98
CAND_0012750,75.98
CAND_0021544,75.98
CAND_0025253,75.98
CAND_0036753,75.98
CAND_0042888,75.98
CAND_0048469,75.98
CAND_0050215,75.98
CAND_0052665,75.98
CAND_0058551,75.98
CAND_0060662,75.98
CAND_0062735,75.98
CAND_0063521,75.98
CAND_0067839,75.98
CAND_0018303,75.96
CAND_0023592,75.96
CAND_0023792,75.96
CAND_0033709,75.96
CAND_0034847,75.96
CAND_0040980,75.96
CAND_0041433,75.96
CAND_0053116,75.96
CAND_0056298,75.96
CAND_0065427,75.96
CAND_0066302,75.96
CAND_0071312,75.96
CAND_0072032,75.96
CAND_0072676,75.96
CAND_0073507,75.96
CAND_0077129,75.96
CAND_0077933,75.96
CAND_0085441,75.96
CAND_0086570,75.96
CAND_0090795,75.96
CAND_0091433,75.96
CAND_0095173,75.96
CAND_0003895,75.94
CAND_0016383,75.94
CAND_0025897,75.94
CAND_0026791,75.94
CAND_0039813,75.94
CAND_0044544,75.94
CAND_0045335,75.94
CAND_0047995,75.94
CAND_0049932,75.94
CAND_0060984,75.94
CAND_0078464,75.94
CAND_0082959,75.94
CAND_0085030,75.94
CAND_0001568,75.92
CAND_0011574,75.92
CAND_0017898,75.92
CAND_0024071,75.92
CAND_0030047,75.92
CAND_0038998,75.92
CAND_0045498,75.92
CAND_0047848,75.92
CAND_0049628,75.92
CAND_0053527,75.92
CAND_0065623,75.92
CAND_0065988,75.92
CAND_0070762,75.92
CAND_0074300,75.92
CAND_0079987,75.92
CAND_0083992,75.92
CAND_0085062,75.92
CAND_0011724,75.9
CAND_0017312,75.9
CAND_0021314,75.9
CAND_0027986,75.9
CAND_0039235,75.9
CAND_0047715,75.9
CAND_0058521,75.9
CAND_0062124,75.9
CAND_0068202,75.9
CAND_0068645,75.9
CAND_0073299,75.9
CAND_0076559,75.9
CAND_0085597,75.9
CAND_0002077,75.88
CAND_0006603,75.88
CAND_0010696,75.88
CAND_0014645,75.88
CAND_0020970,75.88
CAND_0027480,75.88
CAND_0038756,75.88
CAND_0056516,75.88
CAND_0063800,75.88
CAND_0064594,75.88
CAND_0065788,75.88
CAND_0066791,75.88
CAND_0067141,75.88
CAND_0070611,75.88
CAND_0077006,75.88
CAND_0097103,75.88
CAND_0097509,75.88
CAND_0098621,75.88
CAND_0004548,75.86
CAND_0008195,75.86
CAND_0017535,75.86
CAND_0031681,75.86
CAND_0040688,75.86
CAND_0059344,75.86
CAND_0061682,75.86
CAND_0067054,75.86
CAND_0069684,75.86
CAND_0070853,75.86
CAND_0082030,75.86
CAND_0090385,75.86
CAND_0091965,75.86
CAND_0098506,75.86
CAND_0005148,75.84
CAND_0011091,75.84
CAND_0011543,75.84
CAND_0014886,75.84
CAND_0022503,75.84
CAND_0034415,75.84
CAND_0044713,75.84
CAND_0048682,75.84
CAND_0052862,75.84
CAND_0068499,75.84
CAND_0070572,75.84
CAND_0073441,75.84
CAND_0081777,75.84
CAND_0084719,75.84
CAND_0092567,75.84
CAND_0093316,75.84
CAND_0002469,75.82
CAND_0006924,75.82
CAND_0012787,75.82
CAND_0023035,75.82
CAND_0031188,75.82
CAND_0031513,75.82
CAND_0040396,75.82
CAND_0070061,75.82
CAND_0070802,75.82
CAND_0085405,75.82
CAND_0096570,75.82
CAND_0008028,75.8
CAND_0008729,75.8
CAND_0028310,75.8
CAND_0036981,75.8
CAND_0041543,75.8
CAND_0068758,75.8
CAND_0077514,75.8
CAND_0079396,75.8
CAND_0083320,75.8
CAND_0085587,75.8
CAND_0094067,75.8
CAND_0096360,75.8
CAND_0011302,75.78
CAND_0029859,75.78
CAND_0032160,75.78
CAND_0035176,75.78
CAND_0044400,75.78
CAND_0044978,75.78
CAND_0051323,75.78
CAND_0070273,75.78
CAND_0080002,75.78
CAND_0088041,75.78
CAND_0091575,75.78
CAND_0094371,75.78
CAND_0099355,75.78
CAND_0000468,75.76
CAND_0004567,75.76
CAND_0009425,75.76
CAND_0015742,75.76
CAND_0052227,75.76
CAND_0058998,75.76
CAND_0063384,75.76
CAND_0070378,75.76
CAND_0070552,75.76
CAND_0078862,75.76
CAND_0090587,75.76
CAND_0090936,75.76
CAND_0004789,75.74
CAND_0027322,75.74
CAND_0041461,75.74
CAND_0058327,75.74
CAND_0074649,75.74
CAND_0080352,75.74
CAND_0096636,75.74
CAND_0098480,75.74
CAND_0002147,75.72
CAND_0015948,75.72
CAND_0023097,75.72
CAND_0024826,75.72
CAND_0028174,75.72
CAND_0046911,75.72
CAND_0049455,75.72
CAND_0085653,75.72
CAND_0096606,75.72
CAND_0004181,75.7
CAND_0006048,75.7
CAND_0010202,75.7
CAND_0010353,75.7
CAND_0019766,75.7
CAND_0022349,75.7
CAND_0030832,75.7
CAND_0043637,75.7
CAND_0052305,75.7
CAND_0057123,75.7
CAND_0068676,75.7
CAND_0068823,75.7
CAND_0022359,75.68
CAND_0040055,75.68
CAND_0045288,75.68
CAND_0047091,75.68
CAND_0056245,75.68
CAND_0062708,75.68
CAND_0072630,75.68
CAND_0075144,75.68
CAND_0076501,75.68
CAND_0080075,75.68
CAND_0082014,75.68
CAND_0088876,75.68
CAND_0096103,75.68
CAND_0011505,75.66
CAND_0015848,75.66
CAND_0018476,75.66
CAND_0030016,75.66
CAND_0030224,75.66
CAND_0031407,75.66
CAND_0035697,75.66
CAND_0042315,75.66
CAND_0052965,75.66
CAND_0054662,75.66
CAND_0057167,75.66
CAND_0057715,75.66
CAND_0084442,75.66
CAND_0085427,75.66
CAND_0086763,75.66
CAND_0000222,75.64
CAND_0000263,75.64
CAND_0022801,75.64
CAND_0022815,75.64
CAND_0028782,75.64
CAND_0030762,75.64
CAND_0031594,75.64
CAND_0031980,75.64
CAND_0047943,75.64
CAND_0048355,75.64
CAND_0052266,75.64
CAND_0059903,75.64
CAND_0060810,75.64
CAND_0063491,75.64
CAND_0064409,75.64
CAND_0076336,75.64
CAND_0080637,75.64
CAND_0085263,75.64
CAND_0086033,75.64
CAND_0001095,75.62
CAND_0006309,75.62
CAND_0006936,75.62
CAND_0014642,75.62
CAND_0015246,75.62
CAND_0017831,75.62
CAND_0018610,75.62
CAND_0025158,75.62
CAND_0026026,75.62
CAND_0030879,75.62
CAND_0033202,75.62
CAND_0039901,75.62
CAND_0048336,75.62
CAND_0049904,75.62
CAND_0050135,75.62
CAND_0062434,75.62
CAND_0064010,75.62
CAND_0069273,75.62
CAND_0069293,75.62
CAND_0019986,75.6
CAND_0022078,75.6
CAND_0022718,75.6
CAND_0025479,75.6
CAND_0040596,75.6
CAND_0043962,75.6
CAND_0055379,75.6
CAND_0055902,75.6
CAND_0063094,75.6
CAND_0067620,75.6
CAND_0079439,75.6
CAND_0096612,75.6
CAND_0097568,75.6
CAND_0098474,75.6
CAND_0003914,75.58
CAND_0012299,75.58
CAND_0014399,75.58
CAND_0017203,75.58
CAND_0017827,75.58
CAND_0023823,75.58
CAND_0024030,75.58
CAND_0043014,75.58
CAND_0049191,75.58
CAND_0053492,75.58
CAND_0055832,75.58
CAND_0065450,75.58
CAND_0067688,75.58
CAND_0074326,75.58
CAND_0093997,75.58
CAND_0097117,75.58
CAND_0010957,75.56
CAND_0022864,75.56
CAND_0029287,75.56
CAND_0035815,75.56
CAND_0051350,75.56
CAND_0051416,75.56
CAND_0052508,75.56
CAND_0053844,75.56
CAND_0064566,75.56
CAND_0086743,75.56
CAND_0088255,75.56
CAND_0089418,75.56
CAND_0089813,75.56
CAND_0093734,75.56
CAND_0095982,75.56
CAND_0001415,75.54
CAND_0005581,75.54
CAND_0009459,75.54
CAND_0014148,75.54
CAND_0018393,75.54
CAND_0020774,75.54
CAND_0028561,75.54
CAND_0033001,75.54
CAND_0035387,75.54
CAND_0038415,75.54
CAND_0043204,75.54
CAND_0063835,75.54
CAND_0070888,75.54
CAND_0087262,75.54
CAND_0094715,75.54
CAND_0098817,75.54
CAND_0004587,75.52
CAND_0014303,75.52
CAND_0026911,75.52
CAND_0058777,75.52
CAND_0084962,75.52
CAND_0089225,75.52
CAND_0093162,75.52
CAND_0005209,75.5
CAND_0005305,75.5
CAND_0010498,75.5
CAND_0018882,75.5
CAND_0028973,75.5
CAND_0029243,75.5
CAND_0034568,75.5
CAND_0039436,75.5
CAND_0049359,75.5
CAND_0059991,75.5
CAND_0069105,75.5
CAND_0069481,75.5
CAND_0070195,75.5
CAND_0089426,75.5
CAND_0089870,75.5
CAND_0015228,75.48
CAND_0026965,75.48
CAND_0028961,75.48
CAND_0037395,75.48
CAND_0042501,75.48
CAND_0051376,75.48
CAND_0059347,75.48
CAND_0068611,75.48
CAND_0075975,75.48
CAND_0084177,75.48
CAND_0000932,75.46
CAND_0006278,75.46
CAND_0008835,75.46
CAND_0009618,75.46
CAND_0019236,75.46
CAND_0022906,75.46
CAND_0037435,75.46
CAND_0042699,75.46
CAND_0044917,75.46
CAND_0065876,75.46
CAND_0066532,75.46
CAND_0066987,75.46
CAND_0067821,75.46
CAND_0070344,75.46
CAND_0072927,75.46
CAND_0091566,75.46
CAND_0002076,75.44
CAND_0003739,75.44
CAND_0004182,75.44
CAND_0004673,75.44
CAND_0006319,75.44
CAND_0016254,75.44
CAND_0025764,75.44
CAND_0026986,75.44
CAND_0039056,75.44
CAND_0051541,75.44
CAND_0052679,75.44
CAND_0055012,75.44
CAND_0056061,75.44
CAND_0062921,75.44
CAND_0063550,75.44
CAND_0068998,75.44
CAND_0085846,75.44
CAND_0086598,75.44
CAND_0086812,75.44
CAND_0096945,75.44
CAND_0097687,75.44
CAND_0011095,75.42
CAND_0015320,75.42
CAND_0036497,75.42
CAND_0037455,75.42
CAND_0062322,75.42
CAND_0078447,75.42
CAND_0087021,75.42
CAND_0091712,75.42
CAND_0093619,75.42
CAND_0095153,75.42
CAND_0096474,75.42
CAND_0097598,75.42
CAND_0098181,75.42
CAND_0098897,75.42
CAND_0021146,75.4
CAND_0027402,75.4
CAND_0030507,75.4
CAND_0033204,75.4
CAND_0038557,75.4
CAND_0046190,75.4
CAND_0051190,75.4
CAND_0051201,75.4
CAND_0069170,75.4
CAND_0081178,75.4
CAND_0082007,75.4
CAND_0087385,75.4
CAND_0094661,75.4
CAND_0016915,75.38
CAND_0053478,75.38
CAND_0058465,75.38
CAND_0060118,75.38
CAND_0061312,75.38
CAND_0065811,75.38
CAND_0077438,75.38
CAND_0000038,75.36
CAND_0003178,75.36
CAND_0011234,75.36
CAND_0014561,75.36
CAND_0032267,75.36
CAND_0036136,75.36
CAND_0037296,75.36
CAND_0044160,75.36
CAND_0045623,75.36
CAND_0074824,75.36
CAND_0087025,75.36
CAND_0097460,75.36
CAND_0005252,75.34
CAND_0006333,75.34
CAND_0010815,75.34
CAND_0011402,75.34
CAND_0020350,75.34
CAND_0034304,75.34
CAND_0041512,75.34
CAND_0043800,75.34
CAND_0049373,75.34
CAND_0049760,75.34
CAND_0050741,75.34
CAND_0051125,75.34
CAND_0051772,75.34
CAND_0058873,75.34
CAND_0068120,75.34
CAND_0077855,75.34
CAND_0078397,75.34
CAND_0085851,75.34
CAND_0090939,75.34
CAND_0093477,75.34
CAND_0096633,75.34
CAND_0014757,75.32
CAND_0018715,75.32
CAND_0026809,75.32
CAND_0027404,75.32
CAND_0032889,75.32
CAND_0039796,75.32
CAND_0042694,75.32
CAND_0056778,75.32
CAND_0061040,75.32
CAND_0063668,75.32
CAND_0078633,75.32
CAND_0097205,75.32
CAND_0000503,75.3
CAND_0013111,75.3
CAND_0017100,75.3
CAND_0019969,75.3
CAND_0022292,75.3
CAND_0028305,75.3
CAND_0030241,75.3
CAND_0033479,75.3
CAND_0034069,75.3
CAND_0040071,75.3
CAND_0043233,75.3
CAND_0053299,75.3
CAND_0060455,75.3
CAND_0065111,75.3
CAND_0072213,75.3
CAND_0072232,75.3
CAND_0085340,75.3
CAND_0010079,75.28
CAND_0022392,75.28
CAND_0028844,75.28
CAND_0029306,75.28
CAND_0031254,75.28
CAND_0031769,75.28
CAND_0056415,75.28
CAND_0058608,75.28
CAND_0062315,75.28
CAND_0089572,75.28
CAND_0095362,75.28
CAND_0096433,75.28
CAND_0099000,75.28
CAND_0006041,75.26
CAND_0010890,75.26
CAND_0011748,75.26
CAND_0030326,75.26
CAND_0038245,75.26
CAND_0039711,75.26
CAND_0043376,75.26
CAND_0049996,75.26
CAND_0068485,75.26
CAND_0073269,75.26
CAND_0073884,75.26
CAND_0011493,75.24
CAND_0033291,75.24
CAND_0042545,75.24
CAND_0047724,75.24
CAND_0055923,75.24
CAND_0059450,75.24
CAND_0092515,75.24
CAND_0095830,75.24
CAND_0009451,75.22
CAND_0030082,75.22
CAND_0034113,75.22
CAND_0041146,75.22
CAND_0060320,75.22
CAND_0060918,75.22
CAND_0061477,75.22
CAND_0074580,75.22
CAND_0085078,75.22
CAND_0099005,75.22
CAND_0032860,75.2
CAND_0055976,75.2
CAND_0069028,75.2
CAND_0077721,75.2
CAND_0084990,75.2
CAND_0001939,75.18
CAND_0004450,75.18
CAND_0006799,75.18
CAND_0008046,75.18
CAND_0016739,75.18
CAND_0024327,75.18
CAND_0024854,75.18
CAND_0030920,75.18
CAND_0033067,75.18
CAND_0053103,75.18
CAND_0056287,75.18
CAND_0057610,75.18
CAND_0058819,75.18
CAND_0061256,75.18
CAND_0073959,75.18
CAND_0074794,75.18
CAND_0082088,75.18
CAND_0087298,75.18
CAND_0092727,75.18
CAND_0000523,75.16
CAND_0009703,75.16
CAND_0028058,75.16
CAND_0032638,75.16
CAND_0033953,75.16
CAND_0036232,75.16
CAND_0054160,75.16
CAND_0063525,75.16
CAND_0075571,75.16
CAND_0098515,75.16
CAND_0005107,75.14
CAND_0010060,75.14
CAND_0010194,75.14
CAND_0016651,75.14
CAND_0033148,75.14
CAND_0067061,75.14
CAND_0069964,75.14
CAND_0079319,75.14
CAND_0084001,75.14
CAND_0085170,75.14
CAND_0092456,75.14
CAND_0030478,75.12
CAND_0030963,75.12
CAND_0044995,75.12
CAND_0046635,75.12
CAND_0059277,75.12
CAND_0061535,75.12
CAND_0077117,75.12
CAND_0082362,75.12
CAND_0083354,75.12
CAND_0090554,75.12
CAND_0098097,75.12
CAND_0005716,75.1
CAND_0007235,75.1
CAND_0013623,75.1
CAND_0027833,75.1
CAND_0029047,75.1
CAND_0029207,75.1
CAND_0031788,75.1
CAND_0033094,75.1
CAND_0042992,75.1
CAND_0052461,75.1
CAND_0052905,75.1
CAND_0055371,75.1
CAND_0059022,75.1
CAND_0080372,75.1
CAND_0085742,75.1
CAND_0095430,75.1
CAND_0016178,75.08
CAND_0024091,75.08
CAND_0045635,75.08
CAND_0046593,75.08
CAND_0053047,75.08
CAND_0060647,75.08
CAND_0061794,75.08
CAND_0068959,75.08
CAND_0076364,75.08
CAND_0008594,75.06
CAND_0014480,75.06
CAND_0033073,75.06
CAND_0037008,75.06
CAND_0043622,75.06
CAND_0048265,75.06
CAND_0049039,75.06
CAND_0051461,75.06
CAND_0073237,75.06
CAND_0078825,75.06
CAND_0081484,75.06
CAND_0020114,75.04
CAND_0022182,75.04
CAND_0022427,75.04
CAND_0026725,75.04
CAND_0027538,75.04
CAND_0037123,75.04
CAND_0044627,75.04
CAND_0046636,75.04
CAND_0046775,75.04
CAND_0048613,75.04
CAND_0065722,75.04
CAND_0074711,75.04
CAND_0091095,75.04
CAND_0092097,75.04
CAND_0096802,75.04
CAND_0002696,75.02
CAND_0011818,75.02
CAND_0020325,75.02
CAND_0028801,75.02
CAND_0046511,75.02
CAND_0047614,75.02
CAND_0053070,75.02
CAND_0062837,75.02
CAND_0065772,75.02
CAND_0089168,75.02
CAND_0090308,75.02
CAND_0093340,75.02
CAND_0015801,75.0
CAND_0024049,75.0
CAND_0031123,75.0
CAND_0043121,75.0
CAND_0048942,75.0
CAND_0057913,75.0
CAND_0059315,75.0
CAND_0064969,75.0
CAND_0067242,75.0
CAND_0069414,75.0
CAND_0078782,75.0
CAND_0088266,75.0
CAND_0000683,74.98
CAND_0004402,74.98
CAND_0009596,74.98
CAND_0013075,74.98
CAND_0021175,74.98
CAND_0022547,74.98
CAND_0030682,74.98
CAND_0031676,74.98
CAND_0036476,74.98
CAND_0040404,74.98
CAND_0071942,74.98
CAND_0073841,74.98
CAND_0083857,74.98
CAND_0092400,74.98
CAND_0005132,74.96
CAND_0007357,74.96
CAND_0011135,74.96
CAND_0013817,74.96
CAND_0018410,74.96
CAND_0018698,74.96
CAND_0042904,74.96
CAND_0048077,74.96
CAND_0051208,74.96
CAND_0060922,74.96
CAND_0091928,74.96
CAND_0025743,74.94
CAND_0035541,74.94
CAND_0045900,74.94
CAND_0057796,74.94
CAND_0058162,74.94
CAND_0058594,74.94
CAND_0062348,74.94
CAND_0073356,74.94
CAND_0077383,74.94
CAND_0079087,74.94
CAND_0081202,74.94
CAND_0081582,74.94
CAND_0089642,74.94
CAND_0006904,74.92
CAND_0009148,74.92
CAND_0009814,74.92
CAND_0010184,74.92
CAND_0012411,74.92
CAND_0014688,74.92
CAND_0021846,74.92
CAND_0022574,74.92
CAND_0031983,74.92
CAND_0039048,74.92
CAND_0043257,74.92
CAND_0054676,74.92
CAND_0055709,74.92
CAND_0071073,74.92
CAND_0072299,74.92
CAND_0085235,74.92
CAND_0089876,74.92
CAND_0000430,74.9
CAND_0003270,74.9
CAND_0025388,74.9
CAND_0033705,74.9
CAND_0034082,74.9
CAND_0051725,74.9
CAND_0060476,74.9
CAND_0075978,74.9
CAND_0091249,74.9
CAND_0099203,74.9
CAND_0015816,74.88
CAND_0035020,74.88
CAND_0037819,74.88
CAND_0044000,74.88
CAND_0062564,74.88
CAND_0062565,74.88
CAND_0063036,74.88
CAND_0066903,74.88
CAND_0068788,74.88
CAND_0073449,74.88
CAND_0076586,74.88
CAND_0083180,74.88
CAND_0094482,74.88
CAND_0098254,74.88
CAND_0098311,74.88
CAND_0019536,74.86
CAND_0020290,74.86
CAND_0023367,74.86
CAND_0027405,74.86
CAND_0038586,74.86
CAND_0039687,74.86
CAND_0048533,74.86
CAND_0056030,74.86
CAND_0061212,74.86
CAND_0078007,74.86
CAND_0091304,74.86
CAND_0093725,74.86
CAND_0002232,74.84
CAND_0010685,74.84
CAND_0013386,74.84
CAND_0017696,74.84
CAND_0025634,74.84
CAND_0042520,74.84
CAND_0048227,74.84
CAND_0048669,74.84
CAND_0059872,74.84
CAND_0062291,74.84
CAND_0067093,74.84
CAND_0003510,74.82
CAND_0005451,74.82
CAND_0009813,74.82
CAND_0016301,74.82
CAND_0021952,74.82
CAND_0026648,74.82
CAND_0029587,74.82
CAND_0029722,74.82
CAND_0036585,74.82
CAND_0043677,74.82
CAND_0048761,74.82
CAND_0053657,74.82
CAND_0059599,74.82
CAND_0059835,74.82
CAND_0066567,74.82
CAND_0076714,74.82
CAND_0077051,74.82
CAND_0085173,74.82
CAND_0092959,74.82
CAND_0002557,74.8
CAND_0003469,74.8
CAND_0008789,74.8
CAND_0011899,74.8
CAND_0015877,74.8
CAND_0021677,74.8
CAND_0027245,74.8
CAND_0033774,74.8
CAND_0039561,74.8
CAND_0040412,74.8
CAND_0064570,74.8
CAND_0078827,74.8
CAND_0080388,74.8
CAND_0081491,74.8
CAND_0084481,74.8
CAND_0088348,74.8
CAND_0008730,74.78
CAND_0031606,74.78
CAND_0036920,74.78
CAND_0050319,74.78
CAND_0052046,74.78
CAND_0054071,74.78
CAND_0059750,74.78
CAND_0076324,74.78
CAND_0084796,74.78
CAND_0088251,74.78
CAND_0093571,74.78
CAND_0094924,74.78
CAND_0013463,74.76
CAND_0047416,74.76
CAND_0049981,74.76
CAND_0072895,74.76
CAND_0073320,74.76
CAND_0074683,74.76
CAND_0082838,74.76
CAND_0092370,74.76
CAND_0095506,74.76
CAND_0001363,74.74
CAND_0002890,74.74
CAND_0013393,74.74
CAND_0030686,74.74
CAND_0036933,74.74
CAND_0039969,74.74
CAND_0041381,74.74
CAND_0060327,74.74
CAND_0065749,74.74
CAND_0070166,74.74
CAND_0074723,74.74
CAND_0089811,74.74
CAND_0090055,74.74
CAND_0091033,74.74
CAND_0006443,74.72
CAND_0020897,74.72
CAND_0022203,74.72
CAND_0025607,74.72
CAND_0034011,74.72
CAND_0055705,74.72
CAND_0065727,74.72
CAND_0078258,74.72
CAND_0092644,74.72
CAND_0098884,74.72
CAND_0016324,74.7
CAND_0026549,74.7
CAND_0027309,74.7
CAND_0042127,74.7
CAND_0056303,74.7
CAND_0068701,74.7
CAND_0077399,74.7
CAND_0078638,74.7
CAND_0098259,74.7
CAND_0000488,74.68
CAND_0007840,74.68
CAND_0009446,74.68
CAND_0012584,74.68
CAND_0019625,74.68
CAND_0021658,74.68
CAND_0026621,74.68
CAND_0027990,74.68
CAND_0037554,74.68
CAND_0048174,74.68
CAND_0050151,74.68
CAND_0053305,74.68
CAND_0053465,74.68
CAND_0056837,74.68
CAND_0062380,74.68
CAND_0071245,74.68
CAND_0077411,74.68
CAND_0079647,74.68
CAND_0095484,74.68
CAND_0004526,74.66
CAND_0025916,74.66
CAND_0032457,74.66
CAND_0033109,74.66
CAND_0035502,74.66
CAND_0036855,74.66
CAND_0056029,74.66
CAND_0062003,74.66
CAND_0076311,74.66
CAND_0083022,74.66
CAND_0086969,74.66
CAND_0098078,74.66
CAND_0006027,74.64
CAND_0010800,74.64
CAND_0040871,74.64
CAND_0050907,74.64
CAND_0054324,74.64
CAND_0072186,74.64
CAND_0072208,74.64
CAND_0074530,74.64
CAND_0076503,74.64
CAND_0078615,74.64
CAND_0078925,74.64
CAND_0081905,74.64
CAND_0088535,74.64
CAND_0092693,74.64
CAND_0094549,74.64
CAND_0014469,74.62
CAND_0020903,74.62
CAND_0022954,74.62
CAND_0028180,74.62
CAND_0029778,74.62
CAND_0031867,74.62
CAND_0036886,74.62
CAND_0039828,74.62
CAND_0060985,74.62
CAND_0065006,74.62
CAND_0065741,74.62
CAND_0079204,74.62
CAND_0091399,74.62
CAND_0097128,74.62
CAND_0099539,74.62
CAND_0011520,74.6
CAND_0021956,74.6
CAND_0024952,74.6
CAND_0026787,74.6
CAND_0028566,74.6
CAND_0051936,74.6
CAND_0061570,74.6
CAND_0064257,74.6
CAND_0067608,74.6
CAND_0077266,74.6
CAND_0079350,74.6
CAND_0084502,74.6
CAND_0004554,74.58
CAND_0006951,74.58
CAND_0009203,74.58
CAND_0012053,74.58
CAND_0018477,74.58
CAND_0019500,74.58
CAND_0020019,74.58
CAND_0021281,74.58
CAND_0023056,74.58
CAND_0024266,74.58
CAND_0034012,74.58
CAND_0052324,74.58
CAND_0056479,74.58
CAND_0076237,74.58
CAND_0097503,74.58
CAND_0000974,74.56
CAND_0018658,74.56
CAND_0019985,74.56
CAND_0028272,74.56
CAND_0037937,74.56
CAND_0042679,74.56
CAND_0050176,74.56
CAND_0053946,74.56
CAND_0055717,74.56
CAND_0057294,74.56
CAND_0058227,74.56
CAND_0060074,74.56
CAND_0078466,74.56
CAND_0079834,74.56
CAND_0080745,74.56
CAND_0085680,74.56
CAND_0097068,74.56
CAND_0099746,74.56
CAND_0000155,74.54
CAND_0000349,74.54
CAND_0008893,74.54
CAND_0024670,74.54
CAND_0027578,74.54
CAND_0031182,74.54
CAND_0040894,74.54
CAND_0046425,74.54
CAND_0051653,74.54
CAND_0053768,74.54
CAND_0064033,74.54
CAND_0008481,74.52
CAND_0011327,74.52
CAND_0022856,74.52
CAND_0023253,74.52
CAND_0026709,74.52
CAND_0030947,74.52
CAND_0034397,74.52
CAND_0037780,74.52
CAND_0041713,74.52
CAND_0049228,74.52
CAND_0050906,74.52
CAND_0057947,74.52
CAND_0065552,74.52
CAND_0069963,74.52
CAND_0080287,74.52
